JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2445762.53,11.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445762.8,11.5,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2445763.37,11.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445763.53,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445763.536,11.5,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445764.3,11.7,,,Vis.,HSR,,,,,,,,V,,,,RW AUR,,STD,,,,
2445764.37,12.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445764.513,11.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445765.4,11.5,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445766.524,11.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445767.34,11.7,,,Vis.,LOS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445767.513,11.5,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445767.54,11.7,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445768.3,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445769.33,10.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445770.498,11.3,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445774.3,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445774.52,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445776.32,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445783.54,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445783.7,10.9,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2445784.549,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445784.55,11.1,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445785.507,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445786.32,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445786.511,11.2,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445786.59,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445789.33,10.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445791.41,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445792.34,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445792.531,11.2,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445792.55,11.1,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445792.6,10.9,,,Vis.,SKS,,,,,,,,V,,,,RW AUR,,STD,,,,
2445793.34,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445794.52,11.4,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445799.56,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445800.54,11.0,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445803.34,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445807.3,10.9,,,Vis.,HSR,,,,,,,,V,,,,RW AUR,,STD,,,,
2445807.33,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445808.531,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445808.6,10.5,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2445809.37,10.7,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445810.4,10.5,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445812.57,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445822.56,11.3,,,Vis.,BFK,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2445823.57,11.7,,,Vis.,BFK,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2445909.62,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445933.49,10.4,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445934.51,11.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445937.43,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445940.56,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445941.58,10.2,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445941.9,10.8,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2445942.57,10.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445944.38,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445944.4,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445945.48,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445945.62,10.2,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445947.5,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445947.63,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445948.39,11.0,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445948.45,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445949.48,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445950.53,10.3,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445950.831,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445956.48,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445960.9,11.5,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2445962.45,11.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445964.47,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445965.57,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445965.851,11.4,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445969.56,11.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445970.8,11.4,,,Vis.,CLX,,,,,,,,V,,,,RW AUR,,STD,,,,
2445971.44,11.4,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445972.6,11.3,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445973.46,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445973.9,11.1,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2445976.855,11.2,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2445979.7,11.3,,,Vis.,CLX,,,,,,,,V,,,,RW AUR,,STD,,,,
2445982.6,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445983.45,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445984.43,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445985.46,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445986.52,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445988.55,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445991.66,11.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445992.38,11.6,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2445992.64,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2445995.36,11.3,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445995.56,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445998.47,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2445999.0,11.3,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446000.37,11.4,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446001.42,11.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446003.38,11.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446003.69,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446004.57,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446005.41,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446005.41,11.5,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446005.5,10.2,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446008.43,10.5,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446010.41,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446017.56,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446018.28,11.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446019.6,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446021.44,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446022.6,10.7,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446022.63,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446024.57,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446025.54,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446026.57,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446027.53,10.9,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446028.548,11.2,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446028.6,10.9,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446029.58,11.2,,,Vis.,LX,,,,,,,,V,,,,RW AUR,,STD,,,,
2446030.3,11.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446032.51,10.9,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446033.5,11.1,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446033.54,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446033.6,11.1,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446034.33,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446036.33,10.5,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446037.52,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446041.36,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446041.55,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446044.49,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446046.3,10.7,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446046.41,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446048.29,10.5,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446050.739,11.2,,,Vis.,IML,,,,,,,,V,,,,RW AUR,,STD,,,,
2446052.502,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446052.52,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446053.36,10.3,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446053.4,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446054.5,11.0,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446055.41,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446056.32,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446056.47,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446057.27,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446057.524,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446058.509,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446058.8,11.4,,,Vis.,SCE,,,,,,,,V,,,,RW AUR,,STD,,,,
2446060.26,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446060.497,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446061.24,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446062.31,10.9,,,Vis.,AOD,,,,,,,,V,,,,RW AUR,,STD,,,,
2446062.31,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446063.6,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446064.26,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446064.27,11.3,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446064.3,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446065.8,11.2,,,Vis.,PED,,,,,,,,V,,,,RW AUR,,STD,,,,
2446066.28,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446067.32,10.5,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446067.65,11.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446067.74,11.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446068.65,11.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446070.34,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446073.46,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446073.63,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446074.5,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446074.65,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446075.33,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446075.65,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446076.64,10.7,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446077.64,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446078.46,11.5,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446078.65,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446079.597,11.7,,,Vis.,IML,,,,,,,,V,,,,RW AUR,,STD,,,,
2446079.65,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446079.7,11.2,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446080.64,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446080.7,11.4,,,Vis.,LRE,,,,,,,,V,,,,RW AUR,,STD,,,,
2446081.24,11.4,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446081.64,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446082.22,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446082.32,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446082.48,11.0,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446082.64,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446083.27,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446083.43,11.2,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446083.66,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446084.0,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2446084.22,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446084.25,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446084.64,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446085.66,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446086.5,11.3,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446086.65,10.6,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446087.5,11.3,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446087.72,10.7,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446088.295,10.9,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446089.25,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446089.475,11.0,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446089.77,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446090.28,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446090.3,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446091.28,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446091.32,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446091.513,11.1,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446091.65,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446092.477,11.1,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446092.52,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446092.65,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446093.23,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446093.271,10.8,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446093.51,10.6,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446093.67,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446094.38,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446095.26,11.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446095.31,<10.8,,,Vis.,TCE,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446095.55,11.7,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446095.67,11.5,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446096.23,12.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446096.24,11.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446096.38,11.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446097.39,11.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446099.24,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446100.23,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446100.32,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446100.38,11.4,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446101.3,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446101.32,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446101.38,10.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446102.23,11.4,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446102.29,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446102.34,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446103.54,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446103.64,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446104.23,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446104.28,10.9,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446104.47,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446104.65,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446105.64,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446106.42,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446106.66,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446107.24,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446107.65,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446108.24,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446108.27,10.8,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446108.32,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446108.66,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446109.24,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446109.5,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446109.65,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446110.24,11.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446110.298,11.3,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446110.48,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446110.65,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446111.24,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446111.303,11.1,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446111.66,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446112.24,11.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446112.326,11.5,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446112.54,11.9,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446112.67,11.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446112.815,11.4,,,Vis.,GFB,,,,,,,,V,,,,RW AUR,,STD,,,,
2446113.24,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446113.31,11.5,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446113.348,11.5,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446113.66,11.4,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446113.7,11.6,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446114.24,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446114.286,11.4,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446114.3,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446114.39,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446114.494,11.2,,,Vis.,IML,,,,,,,,V,,,,RW AUR,,STD,,,,
2446114.6,10.8,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446114.66,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446115.25,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446115.47,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446115.5,10.7,,,Vis.,KHL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446115.529,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446116.26,11.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446116.281,11.1,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446116.53,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446116.72,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446117.33,11.2,,,Vis.,TCE,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446117.62,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446118.32,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446119.32,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446119.5,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446119.67,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
